CURRENTDUE,SORTNAME,PROJECTTYPE,BUDGETEDEMPLOYEE,ROLE,DATERECEIVED,STATUS,GROUPS,DETAILBUDGETHOURS,CLTNUM,INCHARGE,PRIMARYPARTNER,DESCRIPTION,PREPARERPOOL,ENGDESC,SKILLLEVEL
4/15/2024,Wisozk - Lueilwitz,Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Loughlin,2,50182,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Partner
4/15/2024,Wisozk - Lueilwitz,Individual Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,Loughlin,3,50182,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Manager
4/15/2024,Wisozk - Lueilwitz,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Loughlin,2,50182,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Partner
4/15/2024,Wisozk - Lueilwitz,Individual Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Loughlin,6,50182,"Gardner, Asa","Gardner, Asa",,Intern Pool,Tax,Associate
4/15/2024,Kassulke - Wolff,Individual Income Tax,No Selection,Reviewer,,Waiting For Info,Dion,8,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Supervisor
4/15/2024,Kassulke - Wolff,Individual Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Dion,15,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Intern
4/15/2024,Kassulke - Wolff,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Dion,5,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Manager
4/15/2024,Kassulke - Wolff,Individual Income Tax,"Hubbard, Braden",Reviewer,,Waiting For Info,Dion,1,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Partner
4/15/2024,Kassulke - Wolff,Individual Gift Tax,No Selection,Reviewer,,Waiting For Info,Dion,2,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Supervisor
4/15/2024,Kassulke - Wolff,Individual Gift Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Dion,4,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Intern
4/15/2024,Kassulke - Wolff,Individual Gift Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Dion,2,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Partner
4/15/2024,Kassulke - Wolff,Individual Gift Tax,"Hubbard, Braden",Reviewer,,Waiting For Info,Dion,1,50241,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Partner
4/15/2024,Anderson - Hamill,Individual Income Tax,"Gutierrez, Joyce",Preparer,,Waiting For Info,Alanis,10,50264,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
4/15/2024,Anderson - Hamill,Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Alanis,5,50264,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
5/15/2024,"Keebler, Mohr and O'Connell",Corporate Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Cromer,2,50278,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
5/15/2024,"Keebler, Mohr and O'Connell",Corporate Income Tax,"Howe, Jerry",Reviewer,,Waiting For Info,Cromer,3,50278,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Manager
5/15/2024,"Keebler, Mohr and O'Connell",Corporate Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Cromer,6,50278,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Associate
4/15/2024,"Gottlieb, Wilkinson and Crist",Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Cromer,2,50304,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,"Gottlieb, Wilkinson and Crist",Individual Income Tax,Intern,Preparer,,Waiting For Info,Cromer,5,50304,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,"Ondricka, Hauck and Denesik",Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Lackey,1,50442,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,"Ondricka, Hauck and Denesik",Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Lackey,2,50442,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Manager
4/15/2024,"Ondricka, Hauck and Denesik",Individual Income Tax,Intern,Preparer,,Waiting For Info,Lackey,4,50442,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,"Ondricka, Hauck and Denesik",Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Lackey,1,50442,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Willms - Lemke,Trust Income Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,Oneill,1,50452,"Middleton, Cecilia","Duran, Angel",,Staff Pool,Tax,No Selection
4/15/2024,Willms - Lemke,Trust Income Tax,"Paul, Cayson",Preparer,,Waiting For Info,Oneill,1,50452,"Middleton, Cecilia","Duran, Angel",,Staff Pool,Tax,Intern
4/15/2024,Willms - Lemke,Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Oneill,1,50452,"Middleton, Cecilia","Duran, Angel",,Staff Pool,Tax,Manager
4/15/2024,"Thompson, Dicki and Hermiston",Trust Income Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,Oneill,1,50457,"Middleton, Cecilia","Duran, Angel",,Staff Pool,Tax,No Selection
4/15/2024,"Thompson, Dicki and Hermiston",Trust Income Tax,"Paul, Cayson",Preparer,,Waiting For Info,Oneill,1,50457,"Middleton, Cecilia","Duran, Angel",,Staff Pool,Tax,Intern
4/15/2024,"Thompson, Dicki and Hermiston",Trust Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Oneill,1,50457,"Middleton, Cecilia","Duran, Angel",,Staff Pool,Tax,Partner
4/15/2024,Greenfelder - Corkery,Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Mauro,1,50458,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Partner
4/15/2024,Greenfelder - Corkery,Trust Income Tax,Intern,Preparer,,Waiting For Info,Mauro,3,50458,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax,Intern
8/15/2024,"Dare, Glover and Rogahn",Corporate Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Canales,4,50481,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax & Compiled FS,Partner
8/15/2024,"Dare, Glover and Rogahn",Corporate Income Tax,"Morrow, Gordon",Preparer,,Waiting For Info,Canales,8,50481,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax & Compiled FS,No Selection
8/31/2024,"Dare, Glover and Rogahn",Projection,No Selection,Preparer,,Waiting For Info,Canales,3,50481,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax & Compiled FS,Associate
8/31/2024,"Dare, Glover and Rogahn",Projection,"Cummings, Sara",Reviewer,,Waiting For Info,Canales,1,50481,"Cummings, Sara","Cummings, Sara",,Staff Pool,Tax & Compiled FS,Partner
5/7/2024,"Dare, Glover and Rogahn",Business Property Tax Returns (571),No Selection,Reviewer,,Waiting For Info,Canales,1,50481,"Tanner, Maximiliano","Cummings, Sara",,,Tax & Compiled FS,Supervisor
5/7/2024,"Dare, Glover and Rogahn",Business Property Tax Returns (571),"Cummings, Sara",Reviewer,,Waiting For Info,Canales,0.25,50481,"Tanner, Maximiliano","Cummings, Sara",,,Tax & Compiled FS,Partner
9/15/2024,Fadel - Hagenes,Partnership Income Tax,"Gutierrez, Joyce",Preparer,,Extension Filed,Mcdaniels,3,50493,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Associate
9/15/2024,Fadel - Hagenes,Partnership Income Tax,"Brady, Ares",Reviewer,,Extension Filed,Mcdaniels,3,50493,"Villanueva, Loretta","Villanueva, Loretta",,Staff Pool,Tax,Manager
4/15/2024,Block Group,Individual Gift Tax,No Selection,Preparer,,Waiting For Info,ZZINDIV,4,50495,"Dennis, Nicholas","Dennis, Nicholas",,Staff Pool,Tax,No Selection
4/15/2024,Block Group,Individual Gift Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,ZZINDIV,4,50495,"Dennis, Nicholas","Dennis, Nicholas",,Staff Pool,Tax,Manager
4/15/2024,Block Group,Individual Gift Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,ZZINDIV,2,50495,"Dennis, Nicholas","Dennis, Nicholas",,Staff Pool,Tax,No Selection
4/15/2024,Block Group,Individual Gift Tax,"Love, Harrison",Reviewer,,Waiting For Info,ZZINDIV,1,50495,"Dennis, Nicholas","Dennis, Nicholas",,Staff Pool,Tax,Partner
4/15/2024,Block Group,Individual Gift Tax,"Gardner, Asa",Reviewer,,Waiting For Info,ZZINDIV,2,50495,"Dennis, Nicholas","Dennis, Nicholas",,Staff Pool,Tax,Partner
5/7/2024,Braun - Howell,Business Property Tax Returns (571),No Selection,Reviewer,,Waiting For Info,Castellanos,1,50497,"Tanner, Maximiliano","Middleton, Cecilia",,,Tax,Supervisor
5/7/2024,Braun - Howell,Business Property Tax Returns (571),"Middleton, Cecilia",Reviewer,,Waiting For Info,Castellanos,0.25,50497,"Tanner, Maximiliano","Middleton, Cecilia",,,Tax,Manager
9/15/2024,Bernhard - Wolff,Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Extension Filed,Menke,5,50498,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Manager
9/15/2024,Bernhard - Wolff,Partnership Income Tax,"Duran, Angel",Reviewer,,Extension Filed,Menke,3,50498,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Senior
9/15/2024,Bernhard - Wolff,Partnership Income Tax,"Chen, Lyla",Preparer,,Extension Filed,Menke,7,50498,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Associate
4/15/2024,Dickinson Group,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Degroot,1,50518,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,No Selection
4/15/2024,Dickinson Group,Individual Income Tax,"Novak, Shelby",Preparer,,Waiting For Info,Degroot,5,50518,"Gray, Kori","Gray, Kori",,Intern Pool,Tax,No Selection
9/15/2024,"Skiles, Wuckert and Osinski",S Corporation Income Tax,"Gutierrez, Joyce",Preparer,,Extension Filed,Tedder,4,50521,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Associate
9/15/2024,"Skiles, Wuckert and Osinski",S Corporation Income Tax,"Cummings, Sara",Reviewer,,Extension Filed,Tedder,2,50521,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
9/15/2024,Fritsch - Jacobi,Partnership Income Tax,No Selection,Preparer,,Extension Filed,Tremblay,4,50532,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,Tax,Associate
9/15/2024,Fritsch - Jacobi,Partnership Income Tax,"Cummings, Sara",Reviewer,,Extension Filed,Tremblay,1,50532,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,Tax,Partner
9/15/2024,Fritsch - Jacobi,Partnership Income Tax,"Middleton, Cecilia",Reviewer,,Extension Filed,Tremblay,2,50532,"Middleton, Cecilia","Cummings, Sara",,Staff Pool,Tax,Senior
4/15/2024,Prosacco Inc,Individual Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,2,50579,"Brady, Ares","Brady, Ares",John B. Rodgers IV,Intern Pool,Tax,Intern
4/15/2024,Prosacco Inc,Individual Income Tax,"Brady, Ares",Reviewer,,Waiting For Info,ZZINDIV,1,50579,"Brady, Ares","Brady, Ares",John B. Rodgers IV,Intern Pool,Tax,Supervisor
4/15/2024,Thompson - Halvorson,Individual Income Tax,Intern,Preparer,,Waiting For Info,Dow,4,50585,"Gray, Kori","Gray, Kori",Karen & Keith Benedick,Intern Pool,Acctg/Bkkg Serv,Intern
4/15/2024,Thompson - Halvorson,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Dow,1,50585,"Gray, Kori","Gray, Kori",Karen & Keith Benedick,Intern Pool,Acctg/Bkkg Serv,Partner
4/15/2024,Mraz - Kuvalis,Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,ZZINDIV,2,50594,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,Mraz - Kuvalis,Individual Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,4,50594,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
1/1/2024,"Legros, Raynor and Toy",Miscellaneous,"Foster, Wren",Preparer,,Waiting For Info,Beall,3,50627,"Duran, Angel","Duran, Angel",Crumney Letters Premium Paymen,,Tax,Paraprofessional
1/1/2024,"Legros, Raynor and Toy",Miscellaneous,"Love, Harrison",Reviewer,,Waiting For Info,Beall,1,50627,"Duran, Angel","Duran, Angel",Crumney Letters Premium Paymen,,Tax,Partner
1/1/2024,"Legros, Raynor and Toy",Miscellaneous,"Duran, Angel",Reviewer,,Waiting For Info,Beall,1,50627,"Duran, Angel","Duran, Angel",Crumney Letters Premium Paymen,,Tax,Partner
7/15/2024,Gleason - Larson,Corporate Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Pereira,4,50630,"Cummings, Sara","Cummings, Sara",,,Tax,Partner
7/15/2024,Gleason - Larson,Corporate Income Tax,"Olsen, Murphy",Preparer,,Waiting For Info,Pereira,12,50630,"Cummings, Sara","Cummings, Sara",,,Tax,Senior
9/15/2024,Hilll and Sons,Partnership Income Tax,"Cummings, Sara",Reviewer,,Extension Filed,Lackey,2,50647,"Cummings, Sara","Cummings, Sara",SMLLC,Intern Pool,Tax,Partner
9/15/2024,Hilll and Sons,Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Extension Filed,Lackey,8,50647,"Cummings, Sara","Cummings, Sara",SMLLC,Intern Pool,Tax,Manager
9/15/2024,Hilll and Sons,Partnership Income Tax,"Love, Harrison",Reviewer,,Extension Filed,Lackey,1,50647,"Cummings, Sara","Cummings, Sara",SMLLC,Intern Pool,Tax,Partner
9/15/2024,Hilll and Sons,Partnership Income Tax,"McCall, Nelson",Preparer,,Extension Filed,Lackey,10,50647,"Cummings, Sara","Cummings, Sara",SMLLC,Intern Pool,Tax,Associate
5/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Pacheco, Louisa",Preparer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Associate
5/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Olsen, Murphy",Reviewer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
5/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Gray, Kori",Reviewer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Partner
5/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Brady, Ares",Preparer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
6/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Pacheco, Louisa",Preparer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Associate
6/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Olsen, Murphy",Reviewer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
6/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Gray, Kori",Reviewer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Partner
6/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Brady, Ares",Preparer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
9/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Pacheco, Louisa",Preparer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Associate
9/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Olsen, Murphy",Reviewer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
9/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Gray, Kori",Reviewer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Partner
9/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Brady, Ares",Preparer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
12/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Pacheco, Louisa",Preparer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Associate
12/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Olsen, Murphy",Reviewer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
12/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Gray, Kori",Reviewer,,Waiting For Info,Billy,0.5,50656,"Gray, Kori","Gray, Kori",,,Tax,Partner
12/15/2024,"Russel, O'Keefe and Hand",Estimated Tax Payments (Bus),"Brady, Ares",Preparer,,Waiting For Info,Billy,1,50656,"Gray, Kori","Gray, Kori",,,Tax,Supervisor
5/15/2024,"Russel, O'Keefe and Hand",Non-Profit Income Tax - Private Foundations,"Pacheco, Louisa",Preparer,,Waiting For Info,Billy,35,50656,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Associate
5/15/2024,"Russel, O'Keefe and Hand",Non-Profit Income Tax - Private Foundations,"Olsen, Murphy",Reviewer,,Waiting For Info,Billy,15,50656,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Senior
5/15/2024,"Russel, O'Keefe and Hand",Non-Profit Income Tax - Private Foundations,"Gray, Kori",Reviewer,,Waiting For Info,Billy,5,50656,"Gray, Kori","Gray, Kori",,Staff Pool,Tax,Manager
4/15/2024,"Casper, Swaniawski and Corkery",Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Chang,1,50689,"Morrow, Esperanza","Morrow, Esperanza",SMLLC,Intern Pool,Tax,Manager
4/15/2024,"Casper, Swaniawski and Corkery",Partnership Income Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,Chang,1,50689,"Morrow, Esperanza","Morrow, Esperanza",SMLLC,Intern Pool,Tax,No Selection
4/15/2024,"Casper, Swaniawski and Corkery",Partnership Income Tax,Intern,Preparer,,Waiting For Info,Chang,1,50689,"Morrow, Esperanza","Morrow, Esperanza",SMLLC,Intern Pool,Tax,Intern
4/15/2024,"Casper, Swaniawski and Corkery",Partnership Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Chang,1,50689,"Morrow, Esperanza","Morrow, Esperanza",SMLLC,Intern Pool,Tax,Partner
4/15/2024,"Quigley, Howell and Boyer",Individual Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Flynn,1,50690,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,"Quigley, Howell and Boyer",Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Flynn,5,50690,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Manager
4/15/2024,"Quigley, Howell and Boyer",Individual Income Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,Flynn,5,50690,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,No Selection
4/15/2024,"Quigley, Howell and Boyer",Individual Income Tax,Intern,Preparer,,Waiting For Info,Flynn,3,50690,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Intern
4/15/2024,"Quigley, Howell and Boyer",Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Flynn,1,50690,"Cummings, Sara","Cummings, Sara",,Intern Pool,Tax,Partner
4/15/2024,"Boyle, Howe and Block",Individual Income Tax,Intern,Preparer,,Waiting For Info,Clutter,6,50782,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Intern
4/15/2024,"Boyle, Howe and Block",Individual Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Clutter,1,50782,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Partner
4/15/2024,"Boyle, Howe and Block",Individual Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Clutter,3,50782,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Manager
10/16/2024,"Boyle, Howe and Block",Amended Tax Return,"Love, Harrison",Reviewer,,Waiting For Info,Clutter,2,50782,"Love, Harrison","Love, Harrison",2022,No Selection,Tax,Partner
10/16/2024,"Boyle, Howe and Block",Amended Tax Return,"Small, Diego",Preparer,,Waiting For Info,Clutter,6,50782,"Love, Harrison","Love, Harrison",2022,No Selection,Tax,Associate
4/15/2024,"Boyle, Howe and Block",Foreign Accounts Form 114,Intern,Preparer,,Waiting For Info,Clutter,2,50782,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Intern
4/15/2024,"Boyle, Howe and Block",Foreign Accounts Form 114,"Love, Harrison",Reviewer,,Waiting For Info,Clutter,1,50782,"Love, Harrison","Love, Harrison",,Intern Pool,Tax,Partner
4/15/2024,"Pacocha, Wyman and Bayer",Trust Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,ZZFIDUC,2,50813,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,Manager
4/15/2024,"Pacocha, Wyman and Bayer",Trust Income Tax,"Dennis, Nicholas",Reviewer,,Waiting For Info,ZZFIDUC,2,50813,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,No Selection
4/15/2024,"Pacocha, Wyman and Bayer",Trust Income Tax,Intern,Preparer,,Waiting For Info,ZZFIDUC,2,50813,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,Intern
4/15/2024,"Pacocha, Wyman and Bayer",Trust Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,ZZFIDUC,1,50813,"Dennis, Nicholas","Dennis, Nicholas",,Intern Pool,Tax,Partner
9/15/2024,"DuBuque, Boyle and Doyle",S Corporation Income Tax,"Duran, Angel",Reviewer,,Extension Filed,Vanmeter,8,51080,"Duran, Angel","Duran, Angel",,Staff Pool,TAX,Senior
9/15/2024,"DuBuque, Boyle and Doyle",S Corporation Income Tax,"Middleton, Cecilia",Reviewer,,Extension Filed,Vanmeter,10,51080,"Duran, Angel","Duran, Angel",,Staff Pool,TAX,Supervisor
9/15/2024,"DuBuque, Boyle and Doyle",S Corporation Income Tax,"Chen, Lyla",Preparer,,Extension Filed,Vanmeter,12,51080,"Duran, Angel","Duran, Angel",,Staff Pool,TAX,Associate
5/7/2024,"DuBuque, Boyle and Doyle",Business Property Tax Returns (571),No Selection,Reviewer,,Waiting For Info,Vanmeter,0.25,51080,"Tanner, Maximiliano","Duran, Angel",,No Selection,TAX,No Selection
5/7/2024,"DuBuque, Boyle and Doyle",Business Property Tax Returns (571),No Selection,Reviewer,,Waiting For Info,Vanmeter,2,51080,"Tanner, Maximiliano","Duran, Angel",,No Selection,TAX,Senior
4/15/2024,Kiehn Group,Individual Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Nicholas,15,51106,"Gardner, Asa","Gardner, Asa",,,Tax,Associate
4/15/2024,Kiehn Group,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Nicholas,8,51106,"Gardner, Asa","Gardner, Asa",,,Tax,Manager
4/30/2024,Kiehn Group,Payroll Tax (941),"Foster, Wren",Preparer,,Waiting For Info,Nicholas,5,51106,"Gardner, Asa","Gardner, Asa",1st Quarter,,Tax,Paraprofessional
4/30/2024,Kiehn Group,Payroll Tax (941),"Morrow, Esperanza",Reviewer,,Waiting For Info,Nicholas,0.5,51106,"Gardner, Asa","Gardner, Asa",1st Quarter,,Tax,Manager
7/30/2024,Kiehn Group,Payroll Tax (941),"Foster, Wren",Preparer,,Waiting For Info,Nicholas,5,51106,"Gardner, Asa","Gardner, Asa",2nd Quarter,,Tax,Paraprofessional
7/30/2024,Kiehn Group,Payroll Tax (941),"Morrow, Esperanza",Reviewer,,Waiting For Info,Nicholas,0.5,51106,"Gardner, Asa","Gardner, Asa",2nd Quarter,,Tax,Manager
10/31/2024,Kiehn Group,Payroll Tax (941),"Foster, Wren",Preparer,,Waiting For Info,Nicholas,5,51106,"Gardner, Asa","Gardner, Asa",3rd Quarter,,Tax,Paraprofessional
10/31/2024,Kiehn Group,Payroll Tax (941),"Morrow, Esperanza",Reviewer,,Waiting For Info,Nicholas,0.5,51106,"Gardner, Asa","Gardner, Asa",3rd Quarter,,Tax,Manager
4/15/2024,Zemlak and Sons,Individual Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Hammett,10,51120,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Associate
4/15/2024,Zemlak and Sons,Individual Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Hammett,2,51120,"Gardner, Asa","Gardner, Asa",Micah,Intern Pool,Tax,Associate
4/15/2024,Zemlak and Sons,Individual Income Tax,"Olsen, Murphy",Reviewer,,Waiting For Info,Hammett,8,51120,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Supervisor
4/15/2024,Zemlak and Sons,Individual Income Tax,"Olsen, Murphy",Reviewer,,Waiting For Info,Hammett,2,51120,"Gardner, Asa","Gardner, Asa",Micah,Intern Pool,Tax,Supervisor
4/15/2024,Zemlak and Sons,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Hammett,5,51120,"Gardner, Asa","Gardner, Asa",,Staff Pool,Tax,Partner
4/15/2024,Zemlak and Sons,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Hammett,1,51120,"Gardner, Asa","Gardner, Asa",Micah,Intern Pool,Tax,Partner
4/15/2024,Weissnat - Cassin,Individual Gift Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,ZZINDIV,2,51130,"Gray, Kori","Gray, Kori",,No Selection,Tax,Manager
4/15/2024,Weissnat - Cassin,Individual Gift Tax,"Gray, Kori",Reviewer,,Waiting For Info,ZZINDIV,0.5,51130,"Gray, Kori","Gray, Kori",,No Selection,Tax,Partner
4/15/2024,Weissnat - Cassin,Individual Gift Tax,"Paul, Cayson",Preparer,,Waiting For Info,ZZINDIV,3,51130,"Gray, Kori","Gray, Kori",,No Selection,Tax,Intern
9/15/2024,"Buckridge, Heaney and Medhurst",S Corporation Income Tax,"Dennis, Nicholas",Reviewer,,Extension Filed,King,6,51131,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,No Selection
9/15/2024,"Buckridge, Heaney and Medhurst",S Corporation Income Tax,"Small, Diego",Preparer,,Extension Filed,King,12,51131,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Associate
9/15/2024,"Buckridge, Heaney and Medhurst",S Corporation Income Tax,"Duran, Angel",Reviewer,,Extension Filed,King,3,51131,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Senior
4/15/2024,Schneider - Muller,Corporate Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,Horne,1,51142,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Partner
4/15/2024,Schneider - Muller,Corporate Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Horne,4,51142,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Senior
4/15/2024,Schneider - Muller,Corporate Income Tax,"McCall, Nelson",Preparer,,Waiting For Info,Horne,10,51142,"Duran, Angel","Duran, Angel",,Staff Pool,Tax,Associate
